"time_period","time_identifier","geographic_level","country_code","country_name","institution_group","institution_type","breakdown_topic","breakdown","data_type","version","inst_count","cohort","overall","education","fe","ssf","sfc","other_edu","ind","appru","special","spi","edu_combo","he","appren","appl3","appl2","all_work","all_notsust","notsust","notsust_beneet","only_beneet","all_unknown","unknown_id","unknown"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Any other Black background","Number of pupils","Revised","z","4510","4254","4131","1443","1826","745","117","25","6","77","0","8","1","47","35","12","76","216","137","54","25","40","34","6"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","FSM Status","FSM eligible","Number of pupils","Revised","z","121974","104300","94972","52736","26750","11327","4159","214","351","3173","188","225","8","2519","936","1583","6809","15477","7529","4563","3385","2197","2103","94"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status","Disadvantaged","Number of pupils","Revised","z","155078","133697","121694","66550","35314","14627","5203","288","477","3876","249","302","11","3387","1271","2116","8616","18693","9262","5502","3929","2688","2566","122"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Specific learning difficulty","Number of pupils","Revised","z","16894","15435","13713","8520","3510","1387","296","74","48","126","23","22","3","808","291","517","914","1249","627","382","240","210","200","10"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Moderate learning difficulty","Number of pupils","Revised","z","16443","14251","12860","9167","1673","881","1139","17","68","974","59","19","2","474","146","328","917","1867","886","537","444","325","318","7"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Other difficulty or disability","Number of pupils","Revised","z","4460","3999","3657","2172","978","291","216","25","17","155","10","9","0","133","44","89","209","399","206","107","86","62","55","7"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Total","Number of pupils","Revised","z","92817","81270","74301","44306","15267","5948","8780","255","648","7261","474","130","12","2479","856","1623","4490","9886","4441","3003","2442","1661","1595","66"
"202223","Academic year","National","E92000001","England","Alternative provision","Total","Disadvantage Status","Not disadvantaged","Number of pupils","Revised","z","3156","2404","2028","986","99","106","837","61","540","164","69","2","1","70","19","51","306","603","189","203","211","149","130","19"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Sex","Disadvantaged Female","Number of pupils","Revised","z","76021","66443","60869","31558","18983","8428","1900","163","174","1279","90","191","3","1486","397","1089","4088","8566","4337","2620","1609","1012","957","55"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Any other ethnic group","Number of pupils","Revised","z","5027","4635","4548","1719","2112","680","37","c","c","c","c","c","c","13","c","c","74","293","c","c","c","99","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged White","Number of pupils","Revised","z","320827","306544","279409","113757","119736","42942","2974","c","c","c","c","c","c","13992","c","c","13143","12170","c","c","c","2113","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Asian or Asian British","Number of pupils","Revised","z","50304","48623","47854","10154","27932","9355","413","c","c","c","c","c","c","329","c","c","440","1225","c","c","c","456","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Asian or Asian British","Number of pupils","Revised","z","18334","16972","16574","5248","7389","3473","464","c","c","c","c","c","c","116","c","c","282","1134","c","c","c","228","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Any other ethnic group","Number of pupils","Revised","z","6837","6464","6332","1590","3640","985","117","c","c","c","c","c","c","34","c","c","98","229","c","c","c","144","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS4 E&M 9-4 achieved","Number of pupils","Revised","z","329213","322478","306023","83109","165258","54578","3078","2295","78","c","c","615","c","9826","5966","3860","6629","5364","4010","1049","305","1371","1150","221"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-4 not achieved","Number of pupils","Revised","z","183726","153921","132530","98985","15453","9108","8984","201","747","7231","478","309","18","6986","1973","5013","14405","25590","12631","7410","5549","4215","3839","376"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-4 achieved","Number of pupils","Revised","z","404358","393763","373239","108396","195335","65881","3627","2532","122","89","18","798","68","11544","6835","4709","8980","8784","6399","1866","519","1811","1570","241"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Major","Asian or Asian British","Number of pupils","Revised","z","68186","65162","63996","15320","35321","12826","529","397","28","22","4","61","17","445","259","186","721","2345","1560","454","331","679","576","103"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Any other white background","Number of pupils","Revised","z","33549","31153","30161","11428","13970","4483","280","203","25","6","2","40","4","280","139","141","712","1621","987","328","306","775","601","174"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Ethnicity Minor","Any other mixed background","Number of pupils","Revised","z","12120","11310","10848","3709","5384","1635","120","77","13","7","3","19","1","143","75","68","319","635","397","153","85","175","144","31"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","First Language","First Language Known or believed to be English","Number of pupils","Revised","z","473010","440535","401127","174201","164126","58434","4366","2226","549","317","219","993","62","17868","8440","9428","21540","28575","15795","7922","4858","3900","3700","200"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Provision","School Action/SEN support","Number of pupils","Revised","z","67488","58897","52766","33710","13385","5095","576","215","133","63","44","110","11","2264","791","1473","3867","7457","3585","2221","1651","1134","1085","49"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","SEN Primary Need","Moderate learning difficulty","Number of pupils","Revised","z","14479","12424","11053","8451","1642","838","122","16","36","35","15","18","2","471","145","326","900","1757","846","503","408","298","291","7"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","White British","Number of pupils","Revised","z","388385","360488","324302","150526","120481","44805","8490","1620","688","4839","419","873","51","16596","7694","8902","19590","24824","13210","7121","4493","3073","2966","107"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Ethnicity Minor","Indian","Number of pupils","Revised","z","18228","17763","17536","3260","11073","2866","337","154","9","161","1","12","0","106","66","40","121","324","233","60","31","141","115","26"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Provision","School Action/SEN support","Number of pupils","Revised","z","67546","58943","52808","33726","13385","5096","601","215","136","83","46","110","11","2264","791","1473","3871","7467","3588","2225","1654","1136","1087","49"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Social emotional and mental health","Number of pupils","Revised","z","21647","16984","14869","9822","2960","1200","887","59","278","412","94","40","4","546","188","358","1569","4070","1643","1333","1094","593","573","20"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Hearing impairment","Number of pupils","Revised","z","1923","1790","1691","827","557","207","100","3","11","73","10","2","1","49","20","29","50","110","64","26","20","23","21","2"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","SEN Primary Need","Physical disability","Number of pupils","Revised","z","2767","2540","2448","1238","678","214","318","6","9","283","15","5","0","47","12","35","45","190","79","60","51","37","34","3"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Selective school","Disadvantage Status","Not disadvantaged","Number of pupils","Revised","z","24318","24124","23845","1219","21272","951","403","369","7","5","3","11","8","172","128","44","107","124","91","18","15","70","66","4"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Non-selective school in highly selective area","Disadvantage Status","Not disadvantaged","Number of pupils","Revised","z","26775","25448","23360","9519","12345","1251","245","77","36","31","29","69","3","965","439","526","1123","1076","696","223","157","251","222","29"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Other non-selective school","Disadvantage Status","Disadvantaged","Number of pupils","Revised","z","135974","117119","106141","59874","31170","14070","1027","260","281","121","80","275","10","3134","1164","1970","7844","16570","8355","4882","3333","2285","2172","113"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Sex","Not Disadvantaged Male","Number of pupils","Revised","z","217855","207319","188582","74773","85294","26795","1720","988","186","115","61","344","26","10246","5837","4409","8491","8648","5463","2074","1111","1888","1638","250"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Sex","Not Disadvantaged Female","Number of pupils","Revised","z","211243","202992","191900","64962","90146","33506","3286","1454","139","1088","99","458","48","4882","1694","3188","6210","6852","4246","1629","977","1399","1156","243"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Asian or Asian British","Number of pupils","Revised","z","17882","16539","16142","5166","7389","3471","116","c","c","c","c","c","c","116","c","c","281","1120","c","c","c","223","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Unclassified","Number of pupils","Revised","z","3004","2552","2351","1251","804","273","23","c","c","c","c","c","c","61","c","c","140","385","c","c","c","67","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Black or Black British","Number of pupils","Revised","z","20301","19642","19283","5070","11056","2990","167","c","c","c","c","c","c","157","c","c","202","467","c","c","c","192","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Mixed Dual background","Number of pupils","Revised","z","12266","10648","9899","5193","3102","1237","367","c","c","c","c","c","c","171","c","c","578","1388","c","c","c","230","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Disadvantaged Unclassified","Number of pupils","Revised","z","3124","2652","2447","1282","806","275","84","c","c","c","c","c","c","61","c","c","144","399","c","c","c","73","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Ethnicity Major","Not Disadvantaged Black or Black British","Number of pupils","Revised","z","20585","19920","19560","5134","11056","2995","375","c","c","c","c","c","c","157","c","c","203","472","c","c","c","193","c","c"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS2 Low prior","Number of pupils","Revised","z","52680","42904","38281","28600","6090","3151","440","26","158","c","c","86","c","1126","290","836","3497","8563","3911","2583","2069","1213","1167","46"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS2 High prior","Number of pupils","Revised","z","15918","14889","14069","3822","7598","2459","190","125","13","c","c","42","c","264","144","120","556","898","527","244","127","131","130","1"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS2 no recorded level","Number of pupils","Revised","z","7719","6643","6352","3605","1806","879","62","17","22","c","c","7","c","60","24","36","231","818","403","227","188","258","213","45"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 High prior","Number of pupils","Revised","z","105040","103217","100062","15243","64473","18980","1366","1105","43","c","c","173","c","1713","1170","543","1442","1448","966","302","180","375","352","23"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS4 E&M 9-5 achieved","Number of pupils","Revised","z","246655","243207","235044","47026","140919","44481","2618","2125","42","c","c","384","c","5104","3412","1692","3059","2534","1942","464","128","914","764","150"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Prior Attainment","Prior Attainment KS4 E&M 9-5 achieved","Number of pupils","Revised","z","292491","287510","277665","58671","163671","52363","2960","2338","52","17","8","490","55","5852","3849","2003","3993","3849","2924","734","191","1132","972","160"
"202223","Academic year","National","E92000001","England","State-funded mainstream schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS4 E&M 9-4 achieved","Number of pupils","Revised","z","74861","71032","66972","25157","30055","11286","474","233","39","c","c","183","c","1715","869","846","2345","3393","2375","806","212","436","416","20"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Disadvantaged Prior Attainment KS2 Low prior","Number of pupils","Revised","z","58635","48096","43354","30264","6126","3224","3740","30","272","c","c","87","c","1138","292","846","3604","9196","4104","2774","2318","1343","1294","49"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 Low prior","Number of pupils","Revised","z","86697","79987","70909","45947","14825","6786","3351","88","162","c","c","149","c","4198","1424","2774","4880","5725","3325","1518","882","985","926","59"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 Mid prior","Number of pupils","Revised","z","215831","207252","190304","71180","86142","31300","1682","870","131","c","c","455","c","9023","4845","4178","7925","7406","4749","1762","895","1173","1118","55"
"202223","Academic year","National","E92000001","England","State-funded mainstream & special schools","Total","Disadvantage Status and Prior Attainment","Not Disadvantaged Prior Attainment KS2 High prior","Number of pupils","Revised","z","105079","103248","100093","15255","64476","18983","1379","1106","45","c","c","173","c","1713","1170","543","1442","1455","966","305","184","376","353","23"
