"year","area","geographic_level","16-64 None","16-64 NVQ1","16-64 NVQ2","16-64 trade apprenticeships","16-64 NVQ3","16-64 NVQ4","16-64 Other Qualifications","16-19 None","16-19 NVQ1","16-19 NVQ2","16-19 trade apprenticeships","16-19 NVQ3","16-19 NVQ4","16-19 Other Qualifications","20-24 None","20-24 NVQ1","20-24 NVQ2","20-24 trade apprenticeships","20-24 NVQ3","20-24 NVQ4","20-24 Other Qualifications","25-29 None","25-29 NVQ1","25-29 NVQ2","25-29 trade apprenticeships","25-29 NVQ3","25-29 NVQ4","25-29 Other Qualifications","30-39 None","30-39 NVQ1","30-39 NVQ2","30-39 trade apprenticeships","30-39 NVQ3","30-39 NVQ4","30-39 Other Qualifications","40-49 None","40-49 NVQ1","40-49 NVQ2","40-49 trade apprenticeships","40-49 NVQ3","40-49 NVQ4","40-49 Other Qualifications","50-64 None","50-64 NVQ1","50-64 NVQ2","50-64 trade apprenticeships","50-64 NVQ3","50-64 NVQ4","50-64 Other Qualifications"
2021,"Liverpool City Region","LSIP","75900","82800","169400","33400","169500","378000","51100","10500","4900","28800","0","17700","800","0","0","1200","19500","0","37700","28100","4100","1500","3600","14700","3200","19100","53800","0","9700","8800","28700","2500","30000","107500","11800","11700","18300","25000","4000","27700","78100","8500","34700","42200","52800","16400","37500","108000","19800"
2021,"Norfolk and Suffolk ","LSIP","65600","128400","166300","36400","183400","331700","44500","8500","6800","13000","0","10500","0","0","0","2600","7100","1600","29000","14800","0","0","1500","5100","0","28000","35700","0","2600","14100","27100","1700","32500","79700","4900","4400","15500","30800","0","29500","79100","8200","26700","62700","53500","14000","45200","116100","15200"
2021,"North East","LSIP","62000","71600","149900","27000","124100","220900","56900","5600","6000","25600","0","5800","0","3500","4600","3700","13300","2300","24000","17200","1500","4400","0","15500","2800","18200","27800","4900","5200","11500","17900","4300","24300","56500","13200","9600","11600","26100","700","20400","53500","9900","29900","34500","51500","13500","30900","63700","19900"
2021,"North of Tyne","LSIP","43300","44000","75700","19700","87600","203000","28900","5700","3100","14700","0","7000","0","900","2800","5400","4300","1000","23100","17000","0","0","2500","4200","0","7700","24800","0","3900","5800","19900","2800","17400","53000","5000","8800","4900","10400","1600","12700","46400","6100","17100","20400","22200","9300","19600","60600","12100"
2021,"Oxfordshire","LSIP","14300","24400","51900","8400","66000","233200","16500","900","1000","11800","0","10400","0","1800","0","0","6100","0","13100","10000","0","0","0","0","0","2200","36700","0","0","4400","2900","0","7500","57900","5600","1200","4000","4900","0","9600","55500","1200","0","9400","19000","1800","17000","70100","4900"
2021,"Solent","LSIP","44100","92400","125600","28300","144600","304700","22400","6600","10700","22200","0","9500","0","0","0","5200","12200","0","31000","22100","0","0","1400","4600","1000","8500","42500","0","7500","7400","17600","0","30300","78900","4100","2800","13000","18700","5400","27900","72200","3500","18800","42600","41500","13400","32400","86900","9800"
2021,"South East Midlands","LSIP","61700","117900","186700","36300","198200","394600","67600","1700","8700","40300","0","20900","1300","0","0","5100","13000","0","30600","23100","0","2800","8500","7600","0","22000","51600","1400","6100","17200","30200","4200","42800","104400","19800","6700","19700","35100","1800","27300","103100","19700","30000","52100","56900","20400","53900","110600","20400"
2021,"South Yorkshire","LSIP","61300","89500","160600","26500","165800","321200","55100","9500","12200","30000","0","8800","0","0","5200","6100","15000","1500","37900","30000","1900","1700","1600","13500","1200","22500","50300","900","8800","14300","23000","4600","36000","76700","20200","9500","15700","27800","2700","19300","73400","12700","23600","37500","51300","13000","41100","89600","14500"
2021,"Stoke-on-Trent and Staffordshire","LSIP","45000","64400","118800","24400","115500","263300","44900","1200","4600","17300","0","6600","0","0","0","0","5300","0","20800","13600","0","2100","1300","4900","0","4900","29900","1400","1000","4000","16800","0","20600","64800","11300","8200","3800","21400","1500","13800","61800","5800","17900","27900","41400","7400","30600","85200","16100"
2021,"Swindon and Wiltshire","LSIP","18900","44000","78400","12500","77600","179800","19700","3000","800","19400","0","4800","0","0","700","3900","4100","0","9700","10700","0","1000","3500","4700","0","8700","17500","2400","900","6000","15300","800","15300","46100","1500","3300","6500","9400","3400","17100","43700","7400","8900","23000","25300","6000","22000","61600","7000"
2021,"Tees Valley","LSIP","26800","45200","74000","16600","81200","135600","25900","3400","3800","13200","0","5000","0","700","0","4800","8700","0","12600","8400","1500","0","1400","5000","1600","8800","20600","1800","4000","7000","11800","2900","18700","32700","5200","4200","6300","10800","600","15100","32000","3700","12400","19900","24900","6800","20400","41700","9800"
2021,"Thames Valley Berkshire","LSIP","24500","47000","84400","10000","87600","287000","31400","6800","3300","18900","0","7500","0","800","0","4200","6100","0","16500","14300","0","0","2400","7500","700","11000","27300","800","1400","7400","12400","0","16500","76600","9200","4400","7200","13100","900","14800","81000","8300","7000","19700","25700","2900","21000","87600","8100"
2021,"The Marches","LSIP","21900","43500","62900","10300","70300","157400","34400","4200","4100","11100","0","5400","0","0","0","1800","5700","1000","9800","9000","2000","2700","2900","4400","0","7600","12000","0","2500","8000","7900","1400","11300","33800","9200","1900","5800","11500","2000","13100","37400","4400","7000","19200","22100","4100","23200","64900","16100"
2021,"West Midlands and Warwickshire","LSIP","196300","208900","353500","53900","365300","835100","176000","23400","18400","82800","0","28300","2100","1200","2000","11800","37200","1400","80900","83100","6300","4300","12800","30500","4900","34900","134700","12700","39500","33100","54100","4400","69200","218000","50500","34500","40300","49200","2500","57300","189800","38000","77000","80100","90300","19200","85200","204600","55800"
2021,"West of England and North Somerset","LSIP","33300","65500","97600","9400","134000","374100","27100","6100","6800","24700","0","10900","0","0","0","5500","10300","0","31700","30600","0","0","2000","6400","500","13000","53200","800","3500","9500","12200","800","25100","106600","4300","4600","9100","16300","700","21900","85400","9300","12200","30300","26500","4000","31300","98300","8400"
2021,"West Yorkshire","LSIP","122800","146600","225400","38700","265000","553600","94500","14800","9300","53200","0","24800","0","2700","10700","8500","10500","2000","62200","47900","4300","3800","9300","15600","1500","28200","81600","7400","17100","28600","39700","3500","53600","147000","15100","21500","29700","33300","1700","39400","130900","21200","48400","59000","69600","17800","56900","144900","34600"
2021,"Worcestershire","LSIP","15700","32200","63200","8800","59200","149700","13600","0","0","14200","0","0","0","0","0","0","3200","0","4900","6400","0","0","0","1900","0","6800","16900","0","0","3600","6200","0","11700","40200","0","3200","3600","7900","0","9700","36400","1100","4500","13600","22000","4000","17000","46200","4700"
2021,"York and North Yorkshire","LSIP","25300","38000","70700","11200","84800","233200","13500","4000","500","11900","0","5700","600","0","0","0","3100","0","16600","7100","0","0","900","1400","0","4300","26400","0","0","3900","6100","900","12800","49900","1100","700","3600","9100","0","13600","54700","900","9800","16200","25100","2800","19800","88600","5000"
